,guid,sent_no,quote_no,quote_text,coref,quote_stems,quote_stems_coref,quote_stem_list,quote_stem_list_coref,url,title,date,domain,stance,topic,is_AP,reg_title,leaning
8484,url_no_11552,63,1,"Biden , Harris and Trump should get COVID vaccine ASAP         ​President - elect Joe Biden and Vice President - elect Kamala Harris should get","Biden , Harris and Trump should get COVID vaccine ASAP         ​President - elect Joe Biden and Vice President - elect Kamala Harris should get","['biden', ',', 'harri', 'and', 'trump', 'should', 'get', 'covid', 'vaccin', 'asap', '\u200bpresid', '-', 'elect', 'joe', 'biden', 'and', 'vice', 'presid', '-', 'elect', 'kamala', 'harri', 'should', 'get']","['biden', ',', 'harri', 'and', 'trump', 'should', 'get', 'covid', 'vaccin', 'asap', '\u200bpresid', '-', 'elect', 'joe', 'biden', 'and', 'vice', 'presid', '-', 'elect', 'kamala', 'harri', 'should', 'get']","['biden', ',', 'harri', 'and', 'trump', 'should', 'get', 'covid', 'vaccin', 'asap', '\\u200bpresid', '-', 'elect', 'joe', 'biden', 'and', 'vice', 'presid', '-', 'elect', 'kamala', 'harri', 'should', 'get']","['biden', ',', 'harri', 'and', 'trump', 'should', 'get', 'covid', 'vaccin', 'asap', '\\u200bpresid', '-', 'elect', 'joe', 'biden', 'and', 'vice', 'presid', '-', 'elect', 'kamala', 'harri', 'should', 'get']",nypost.com/2020/12/15/most-americans-will-likely-get-a-covid-19-vaccine-survey/,most americans will likely get a covid19 vaccine survey says,2020-12-15 09:13:12.000000,new_york_post,anti,cc,False,most americans will likely get a covid19 vaccine survey says,right
107,url_no_216,14,0,"that late - stage trials show its COVID-19 vaccine is highly effective , buoying the prospects of a relatively cheap , easy - to - store product that may become the vaccine of choice for the developing world  ","that late - stage trials show late-stage trials COVID-19 vaccine is highly effective , buoying the prospects of a relatively cheap , easy - to - store product that may become the vaccine of choice for the developing world  ","['that', 'late', '-', 'stage', 'trial', 'show', 'it', 'covid-19', 'vaccin', 'is', 'highli', 'effect', ',', 'buoy', 'the', 'prospect', 'of', 'a', 'rel', 'cheap', ',', 'easi', '-', 'to', '-', 'store', 'product', 'that', 'may', 'becom', 'the', 'vaccin', 'of', 'choic', 'for', 'the', 'develop', 'world']","['that', 'late', '-', 'stage', 'trial', 'show', 'late-stag', 'trial', 'covid-19', 'vaccin', 'is', 'highli', 'effect', ',', 'buoy', 'the', 'prospect', 'of', 'a', 'rel', 'cheap', ',', 'easi', '-', 'to', '-', 'store', 'product', 'that', 'may', 'becom', 'the', 'vaccin', 'of', 'choic', 'for', 'the', 'develop', 'world']","['that', 'late', '-', 'stage', 'trial', 'show', 'it', 'covid-19', 'vaccin', 'is', 'highli', 'effect', ',', 'buoy', 'the', 'prospect', 'of', 'a', 'rel', 'cheap', ',', 'easi', '-', 'to', '-', 'store', 'product', 'that', 'may', 'becom', 'the', 'vaccin', 'of', 'choic', 'for', 'the', 'develop', 'world']","['that', 'late', '-', 'stage', 'trial', 'show', 'late-stag', 'trial', 'covid-19', 'vaccin', 'is', 'highli', 'effect', ',', 'buoy', 'the', 'prospect', 'of', 'a', 'rel', 'cheap', ',', 'easi', '-', 'to', '-', 'store', 'product', 'that', 'may', 'becom', 'the', 'vaccin', 'of', 'choic', 'for', 'the', 'develop', 'world']",breitbart.com/news/astrazeneca-covid-19-vaccine-highly-effective-prevention/,3rd major covid19 vaccine shown to be effective and cheaper  breitbart,2020-11-24 14:54:19.000000,breitbart,anti,cc,True,3rd major covid19 vaccine shown to be effective and cheaper breitbart,right
3235,url_no_4245,125,0,documents relating to their COVID-19 vaccine were “ unlawfully accessed ” after a cyberattack on Europe ’s medicines regulator,documents relating to +3.88% COVID-19 vaccine were “ unlawfully accessed ” after a cyberattack on Europe ’s medicines regulator,"['document', 'relat', 'to', 'their', 'covid-19', 'vaccin', 'were', '“', 'unlaw', 'access', '”', 'after', 'a', 'cyberattack', 'on', 'europ', '’', 's', 'medicin', 'regul']","['document', 'relat', 'to', '+3.88', '%', 'covid-19', 'vaccin', 'were', '“', 'unlaw', 'access', '”', 'after', 'a', 'cyberattack', 'on', 'europ', '’', 's', 'medicin', 'regul']","['document', 'relat', 'to', 'their', 'covid-19', 'vaccin', 'were', '“', 'unlaw', 'access', '”', 'after', 'a', 'cyberattack', 'on', 'europ', '’', 's', 'medicin', 'regul']","['document', 'relat', 'to', '+3.88', '%', 'covid-19', 'vaccin', 'were', '“', 'unlaw', 'access', '”', 'after', 'a', 'cyberattack', 'on', 'europ', '’', 's', 'medicin', 'regul']",marketwatch.com/news/story.asp?guid=%7B233B5FB8-3AF3-11EB-8448-822077664DD6%7D&siteid=rss&rss=1,coronavirus update us sets record oneday death toll from coronavirus as fda committee meets to review pfizerbiontech vaccine,2020-12-10 10:47:18.000000,wall_street_journal,anti,cc,False,coronavirus update us sets record oneday death toll from coronavirus as fda committee meets to review pfizerbiontech vaccine,right
8905,url_no_12201,76,0,"its vaccine appears effective against COVID-19 in a large study , including against ... more >            Print    ","Novavax vaccine appears effective against COVID-19 in a large study , including against ... more >            Print    ","['it', 'vaccin', 'appear', 'effect', 'against', 'covid-19', 'in', 'a', 'larg', 'studi', ',', 'includ', 'against', '...', 'more', '>', 'print']","['novavax', 'vaccin', 'appear', 'effect', 'against', 'covid-19', 'in', 'a', 'larg', 'studi', ',', 'includ', 'against', '...', 'more', '>', 'print']","['it', 'vaccin', 'appear', 'effect', 'against', 'covid-19', 'in', 'a', 'larg', 'studi', ',', 'includ', 'against', '...', 'more', '>', 'print']","['novavax', 'vaccin', 'appear', 'effect', 'against', 'covid-19', 'in', 'a', 'larg', 'studi', ',', 'includ', 'against', '...', 'more', '>', 'print']",washingtontimes.com/news/2021/jun/14/novavax-announces-another-successful-covid-19-vacc/?utm_source=RSS_Feed&utm_medium=RSS,novavax announces another successful covid19 vaccine,2021-06-14 11:25:00.000000,washington_times,anti,cc,False,novavax announces another successful covid19 vaccine,right
12972,url_no_18448,81,0,"the best measure to counter emerging COVID-19 strains is “ to make a version of the [ coronavirus ] vaccine , which actually addresses the particular variant in question","the best measure to counter emerging COVID-19 strains is “ to make a version of the [ coronavirus ] vaccine , which actually addresses the particular variant in question","['the', 'best', 'measur', 'to', 'counter', 'emerg', 'covid-19', 'strain', 'is', '“', 'to', 'make', 'a', 'version', 'of', 'the', '[', 'coronaviru', ']', 'vaccin', ',', 'which', 'actual', 'address', 'the', 'particular', 'variant', 'in', 'question']","['the', 'best', 'measur', 'to', 'counter', 'emerg', 'covid-19', 'strain', 'is', '“', 'to', 'make', 'a', 'version', 'of', 'the', '[', 'coronaviru', ']', 'vaccin', ',', 'which', 'actual', 'address', 'the', 'particular', 'variant', 'in', 'question']","['the', 'best', 'measur', 'to', 'counter', 'emerg', 'covid-19', 'strain', 'is', '“', 'to', 'make', 'a', 'version', 'of', 'the', '[', 'coronaviru', ']', 'vaccin', ',', 'which', 'actual', 'address', 'the', 'particular', 'variant', 'in', 'question']","['the', 'best', 'measur', 'to', 'counter', 'emerg', 'covid-19', 'strain', 'is', '“', 'to', 'make', 'a', 'version', 'of', 'the', '[', 'coronaviru', ']', 'vaccin', ',', 'which', 'actual', 'address', 'the', 'particular', 'variant', 'in', 'question']",nypost.com/2021/02/26/uk-variant-now-accounts-for-10-percent-of-covid-cases-in-us/,uk variant now accounts for 10 percent of covid cases in us,2021-02-26 15:27:13.000000,new_york_post,anti,cc,False,uk variant now accounts for 10 percent of covid cases in us,right
14456,url_no_20822,100,1,"the currently authorized mRNA COVID-19 vaccines are unlikely to pose specific risks to pregnant people , though “ the actual risks of mRNA vaccines to the pregnant person and her fetus are unknown because these vaccines have not been studied in pregnant women","the currently authorized mRNA COVID-19 vaccines are unlikely to pose specific risks to pregnant people , though “ the actual risks of mRNA vaccines to the pregnant person and the pregnant person fetus are unknown because these vaccines have not been studied in pregnant women","['the', 'current', 'author', 'mrna', 'covid-19', 'vaccin', 'are', 'unlik', 'to', 'pose', 'specif', 'risk', 'to', 'pregnant', 'peopl', ',', 'though', '“', 'the', 'actual', 'risk', 'of', 'mrna', 'vaccin', 'to', 'the', 'pregnant', 'person', 'and', 'her', 'fetu', 'are', 'unknown', 'becaus', 'these', 'vaccin', 'have', 'not', 'been', 'studi', 'in', 'pregnant', 'women']","['the', 'current', 'author', 'mrna', 'covid-19', 'vaccin', 'are', 'unlik', 'to', 'pose', 'specif', 'risk', 'to', 'pregnant', 'peopl', ',', 'though', '“', 'the', 'actual', 'risk', 'of', 'mrna', 'vaccin', 'to', 'the', 'pregnant', 'person', 'and', 'the', 'pregnant', 'person', 'fetu', 'are', 'unknown', 'becaus', 'these', 'vaccin', 'have', 'not', 'been', 'studi', 'in', 'pregnant', 'women']","['the', 'current', 'author', 'mrna', 'covid-19', 'vaccin', 'are', 'unlik', 'to', 'pose', 'specif', 'risk', 'to', 'pregnant', 'peopl', ',', 'though', '“', 'the', 'actual', 'risk', 'of', 'mrna', 'vaccin', 'to', 'the', 'pregnant', 'person', 'and', 'her', 'fetu', 'are', 'unknown', 'becaus', 'these', 'vaccin', 'have', 'not', 'been', 'studi', 'in', 'pregnant', 'women']","['the', 'current', 'author', 'mrna', 'covid-19', 'vaccin', 'are', 'unlik', 'to', 'pose', 'specif', 'risk', 'to', 'pregnant', 'peopl', ',', 'though', '“', 'the', 'actual', 'risk', 'of', 'mrna', 'vaccin', 'to', 'the', 'pregnant', 'person', 'and', 'the', 'pregnant', 'person', 'fetu', 'are', 'unknown', 'becaus', 'these', 'vaccin', 'have', 'not', 'been', 'studi', 'in', 'pregnant', 'women']",marketwatch.com/news/story.asp?guid=%7B21005575-02D4-D4B5-4572-D1A6FC469C3A%7D&siteid=rss&rss=1,yes your employer can require you to get a covid19 vaccine the eeoc says,2020-12-22 12:24:00.000000,wall_street_journal,anti,cc,False,yes your employer can require you to get a covid19 vaccine the eeoc says,right
1248,url_no_2002,9,1,Shipments of the coronavirus vaccine to Europe will resume .            ,Shipments of the coronavirus vaccine to Europe will resume .            ,"['shipment', 'of', 'the', 'coronaviru', 'vaccin', 'to', 'europ', 'will', 'resum', '.']","['shipment', 'of', 'the', 'coronaviru', 'vaccin', 'to', 'europ', 'will', 'resum', '.']","['shipment', 'of', 'the', 'coronaviru', 'vaccin', 'to', 'europ', 'will', 'resum', '.']","['shipment', 'of', 'the', 'coronaviru', 'vaccin', 'to', 'europ', 'will', 'resum', '.']",cnet.com/health/benefits-of-johnson-johnson-vaccine-outweigh-blood-clot-risks-eu-says/#ftag=CAD590a51e,benefits of johnson  johnson vaccine outweigh very rare blood clot risks eu says      cnet,2021-04-20 14:48:00.000000,cnet,between,cc,False,benefits of johnson johnson vaccine outweigh very rare blood clot risks eu says cnet,right
6264,url_no_8162,307,0,"it takes all reports of adverse events related to vaccines seriously , and , along with CDC , “ is actively engaged in safety surveillance ” of the COVID-19 vaccines that are being administered under emergency use authorizations","the OC Health Care Agency takes all reports of adverse events related to vaccines seriously , and , along with CDC , “ is actively engaged in safety surveillance ” of the COVID-19 vaccines that are being administered under emergency use authorizations","['it', 'take', 'all', 'report', 'of', 'advers', 'event', 'relat', 'to', 'vaccin', 'serious', ',', 'and', ',', 'along', 'with', 'cdc', ',', '“', 'is', 'activ', 'engag', 'in', 'safeti', 'surveil', '”', 'of', 'the', 'covid-19', 'vaccin', 'that', 'are', 'be', 'administ', 'under', 'emerg', 'use', 'author']","['the', 'oc', 'health', 'care', 'agenc', 'take', 'all', 'report', 'of', 'advers', 'event', 'relat', 'to', 'vaccin', 'serious', ',', 'and', ',', 'along', 'with', 'cdc', ',', '“', 'is', 'activ', 'engag', 'in', 'safeti', 'surveil', '”', 'of', 'the', 'covid-19', 'vaccin', 'that', 'are', 'be', 'administ', 'under', 'emerg', 'use', 'author']","['it', 'take', 'all', 'report', 'of', 'advers', 'event', 'relat', 'to', 'vaccin', 'serious', ',', 'and', ',', 'along', 'with', 'cdc', ',', '“', 'is', 'activ', 'engag', 'in', 'safeti', 'surveil', '”', 'of', 'the', 'covid-19', 'vaccin', 'that', 'are', 'be', 'administ', 'under', 'emerg', 'use', 'author']","['the', 'oc', 'health', 'care', 'agenc', 'take', 'all', 'report', 'of', 'advers', 'event', 'relat', 'to', 'vaccin', 'serious', ',', 'and', ',', 'along', 'with', 'cdc', ',', '“', 'is', 'activ', 'engag', 'in', 'safeti', 'surveil', '”', 'of', 'the', 'covid-19', 'vaccin', 'that', 'are', 'be', 'administ', 'under', 'emerg', 'use', 'author']",ocregister.com/2021/01/26/health-care-worker-dies-after-second-dose-of-covid-vaccine-investigations-underway/,health care worker dies after second dose of covid vaccine investigations underway,2021-01-26 19:44:53.000000,orange_county_register,between,cc,False,health care worker dies after second dose of covid vaccine investigations underway,right
12310,url_no_17300,63,0,"that the vaccine is “ unlikely to pose a risk for pregnant people ” and that those “ who are pregnant and part of a group recommended to receive the coronavirus vaccine , such as health - care personnel , may choose to be vaccinated","that the vaccine is “ unlikely to pose a risk for pregnant people ” and that those “ who are pregnant and part of a group recommended to receive the coronavirus vaccine , such as health - care personnel , may choose to be vaccinated","['that', 'the', 'vaccin', 'is', '“', 'unlik', 'to', 'pose', 'a', 'risk', 'for', 'pregnant', 'peopl', '”', 'and', 'that', 'those', '“', 'who', 'are', 'pregnant', 'and', 'part', 'of', 'a', 'group', 'recommend', 'to', 'receiv', 'the', 'coronaviru', 'vaccin', ',', 'such', 'as', 'health', '-', 'care', 'personnel', ',', 'may', 'choos', 'to', 'be', 'vaccin']","['that', 'the', 'vaccin', 'is', '“', 'unlik', 'to', 'pose', 'a', 'risk', 'for', 'pregnant', 'peopl', '”', 'and', 'that', 'those', '“', 'who', 'are', 'pregnant', 'and', 'part', 'of', 'a', 'group', 'recommend', 'to', 'receiv', 'the', 'coronaviru', 'vaccin', ',', 'such', 'as', 'health', '-', 'care', 'personnel', ',', 'may', 'choos', 'to', 'be', 'vaccin']","['that', 'the', 'vaccin', 'is', '“', 'unlik', 'to', 'pose', 'a', 'risk', 'for', 'pregnant', 'peopl', '”', 'and', 'that', 'those', '“', 'who', 'are', 'pregnant', 'and', 'part', 'of', 'a', 'group', 'recommend', 'to', 'receiv', 'the', 'coronaviru', 'vaccin', ',', 'such', 'as', 'health', '-', 'care', 'personnel', ',', 'may', 'choos', 'to', 'be', 'vaccin']","['that', 'the', 'vaccin', 'is', '“', 'unlik', 'to', 'pose', 'a', 'risk', 'for', 'pregnant', 'peopl', '”', 'and', 'that', 'those', '“', 'who', 'are', 'pregnant', 'and', 'part', 'of', 'a', 'group', 'recommend', 'to', 'receiv', 'the', 'coronaviru', 'vaccin', ',', 'such', 'as', 'health', '-', 'care', 'personnel', ',', 'may', 'choos', 'to', 'be', 'vaccin']",nypost.com/2021/01/13/these-pregnant-healthcare-pros-got-the-covid-vaccine/,these pregnant healthcare pros got the covid19 vaccine,2021-01-13 07:11:37.000000,new_york_post,anti,cc,False,these pregnant healthcare pros got the covid19 vaccine,right
12820,url_no_18339,46,0,"[ Chinese coronavirus ] vaccines being used around the world , particularly in the West , are made with newer technologies that instead target the ‘ spike ’ protein that coats the surface of the coronavirus","[ Chinese coronavirus ] vaccines being used around the world , particularly in the West , are made with newer technologies that instead target the ‘ spike ’ protein that coats the surface of the coronavirus","['[', 'chines', 'coronaviru', ']', 'vaccin', 'be', 'use', 'around', 'the', 'world', ',', 'particularli', 'in', 'the', 'west', ',', 'are', 'made', 'with', 'newer', 'technolog', 'that', 'instead', 'target', 'the', '‘', 'spike', '’', 'protein', 'that', 'coat', 'the', 'surfac', 'of', 'the', 'coronaviru']","['[', 'chines', 'coronaviru', ']', 'vaccin', 'be', 'use', 'around', 'the', 'world', ',', 'particularli', 'in', 'the', 'west', ',', 'are', 'made', 'with', 'newer', 'technolog', 'that', 'instead', 'target', 'the', '‘', 'spike', '’', 'protein', 'that', 'coat', 'the', 'surfac', 'of', 'the', 'coronaviru']","['[', 'chines', 'coronaviru', ']', 'vaccin', 'be', 'use', 'around', 'the', 'world', ',', 'particularli', 'in', 'the', 'west', ',', 'are', 'made', 'with', 'newer', 'technolog', 'that', 'instead', 'target', 'the', '‘', 'spike', '’', 'protein', 'that', 'coat', 'the', 'surfac', 'of', 'the', 'coronaviru']","['[', 'chines', 'coronaviru', ']', 'vaccin', 'be', 'use', 'around', 'the', 'world', ',', 'particularli', 'in', 'the', 'west', ',', 'are', 'made', 'with', 'newer', 'technolog', 'that', 'instead', 'target', 'the', '‘', 'spike', '’', 'protein', 'that', 'coat', 'the', 'surfac', 'of', 'the', 'coronaviru']",feedproxy.google.com/~r/breitbart/~3/7RXPtntTJXU/,uae promotes third shot of chinesemade vaccine due to low protection rate,2021-05-20 11:29:46.000000,breitbart,anti,cc,True,uae promotes third shot of chinesemade vaccine due to low protection rate,right
3718,url_no_4605,34,0,"that some people are experiencing an “ angry - looking skin condition ” after their first dose of the COVID vaccine ––   with arms turning red , sore , itchy and swollen a week or more after the shot","that some people are experiencing an “ angry - looking skin condition ” after some people first dose of the COVID vaccine ––   with arms turning red , sore , itchy and swollen a week or more after the shot","['that', 'some', 'peopl', 'are', 'experienc', 'an', '“', 'angri', '-', 'look', 'skin', 'condit', '”', 'after', 'their', 'first', 'dose', 'of', 'the', 'covid', 'vaccin', '––', 'with', 'arm', 'turn', 'red', ',', 'sore', ',', 'itchi', 'and', 'swollen', 'a', 'week', 'or', 'more', 'after', 'the', 'shot']","['that', 'some', 'peopl', 'are', 'experienc', 'an', '“', 'angri', '-', 'look', 'skin', 'condit', '”', 'after', 'some', 'peopl', 'first', 'dose', 'of', 'the', 'covid', 'vaccin', '––', 'with', 'arm', 'turn', 'red', ',', 'sore', ',', 'itchi', 'and', 'swollen', 'a', 'week', 'or', 'more', 'after', 'the', 'shot']","['that', 'some', 'peopl', 'are', 'experienc', 'an', '“', 'angri', '-', 'look', 'skin', 'condit', '”', 'after', 'their', 'first', 'dose', 'of', 'the', 'covid', 'vaccin', '––', 'with', 'arm', 'turn', 'red', ',', 'sore', ',', 'itchi', 'and', 'swollen', 'a', 'week', 'or', 'more', 'after', 'the', 'shot']","['that', 'some', 'peopl', 'are', 'experienc', 'an', '“', 'angri', '-', 'look', 'skin', 'condit', '”', 'after', 'some', 'peopl', 'first', 'dose', 'of', 'the', 'covid', 'vaccin', '––', 'with', 'arm', 'turn', 'red', ',', 'sore', ',', 'itchi', 'and', 'swollen', 'a', 'week', 'or', 'more', 'after', 'the', 'shot']",sgtreport.com/2021/03/covid-vaccine-injury-reports-grow-in-number-but-trends-remain-consistent/,covid vaccine injury reports grow in number but trends remain consistent,2021-03-09 05:00:07.000000,sgtreport,anti,cc,False,covid vaccine injury reports grow in number but trends remain consistent,right
3341,url_no_4300,57,0,it has found a coronavirus vaccine that is safe and effective,It has found a coronavirus vaccine that is safe and effective,"['it', 'ha', 'found', 'a', 'coronaviru', 'vaccin', 'that', 'is', 'safe', 'and', 'effect']","['it', 'ha', 'found', 'a', 'coronaviru', 'vaccin', 'that', 'is', 'safe', 'and', 'effect']","['it', 'ha', 'found', 'a', 'coronaviru', 'vaccin', 'that', 'is', 'safe', 'and', 'effect']","['it', 'ha', 'found', 'a', 'coronaviru', 'vaccin', 'that', 'is', 'safe', 'and', 'effect']",dailymail.co.uk/news/article-8730111/Coronavirus-vaccine-not-ready-public-winter.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,coronavirus vaccine may not be ready for the public until next winter,2020-09-14 05:09:09.000000,drudgereport,anti,cc,False,coronavirus vaccine may not be ready for the public until next winter,right
1343,url_no_2217,40,1,that the administration had met his target goal of getting 200 million coronavirus vaccine shots in arms within his first 100 days in office,that the administration had met A                          President Joe Biden target goal of getting 200 million coronavirus vaccine shots in arms within A                          President Joe Biden first 100 days in office,"['that', 'the', 'administr', 'had', 'met', 'hi', 'target', 'goal', 'of', 'get', '200', 'million', 'coronaviru', 'vaccin', 'shot', 'in', 'arm', 'within', 'hi', 'first', '100', 'day', 'in', 'offic']","['that', 'the', 'administr', 'had', 'met', 'a', 'presid', 'joe', 'biden', 'target', 'goal', 'of', 'get', '200', 'million', 'coronaviru', 'vaccin', 'shot', 'in', 'arm', 'within', 'a', 'presid', 'joe', 'biden', 'first', '100', 'day', 'in', 'offic']","['that', 'the', 'administr', 'had', 'met', 'hi', 'target', 'goal', 'of', 'get', '200', 'million', 'coronaviru', 'vaccin', 'shot', 'in', 'arm', 'within', 'hi', 'first', '100', 'day', 'in', 'offic']","['that', 'the', 'administr', 'had', 'met', 'a', 'presid', 'joe', 'biden', 'target', 'goal', 'of', 'get', '200', 'million', 'coronaviru', 'vaccin', 'shot', 'in', 'arm', 'within', 'a', 'presid', 'joe', 'biden', 'first', '100', 'day', 'in', 'offic']",newsmax.com/finance/streettalk/biden-vaccine-time-off-tax-credits/2021/04/21/id/1018478,biden to offer tax credits for covid19 vaccination paid time off,2021-04-21 12:02:29.000000,newsmax,anti,cc,False,biden to offer tax credits for covid19 vaccination paid time off,right
7701,url_no_10618,33,1,their first shot of the COVID vaccine at city - run sites        Vaccine hesitancy among US adults fell by one - third during early months of 2021 with number of   uncertain black Americans reducing by HALF        Quarter of white evangelical protestants say they wo n't get vaccinated - the biggest religious group to refuse shot followed by Mormons,PAYING people first shot of the COVID vaccine at city - run sites        Vaccine hesitancy among US adults fell by one - third during early months of 2021 with number of   uncertain black Americans reducing by HALF        Quarter of white evangelical protestants say white evangelical protestants wo n't get vaccinated - the biggest religious group to refuse shot followed by Mormons,"['their', 'first', 'shot', 'of', 'the', 'covid', 'vaccin', 'at', 'citi', '-', 'run', 'site', 'vaccin', 'hesit', 'among', 'us', 'adult', 'fell', 'by', 'one', '-', 'third', 'dure', 'earli', 'month', 'of', '2021', 'with', 'number', 'of', 'uncertain', 'black', 'american', 'reduc', 'by', 'half', 'quarter', 'of', 'white', 'evangel', 'protest', 'say', 'they', 'wo', ""n't"", 'get', 'vaccin', '-', 'the', 'biggest', 'religi', 'group', 'to', 'refus', 'shot', 'follow', 'by', 'mormon']","['pay', 'peopl', 'first', 'shot', 'of', 'the', 'covid', 'vaccin', 'at', 'citi', '-', 'run', 'site', 'vaccin', 'hesit', 'among', 'us', 'adult', 'fell', 'by', 'one', '-', 'third', 'dure', 'earli', 'month', 'of', '2021', 'with', 'number', 'of', 'uncertain', 'black', 'american', 'reduc', 'by', 'half', 'quarter', 'of', 'white', 'evangel', 'protest', 'say', 'white', 'evangel', 'protest', 'wo', ""n't"", 'get', 'vaccin', '-', 'the', 'biggest', 'religi', 'group', 'to', 'refus', 'shot', 'follow', 'by', 'mormon']","['their', 'first', 'shot', 'of', 'the', 'covid', 'vaccin', 'at', 'citi', '-', 'run', 'site', 'vaccin', 'hesit', 'among', 'us', 'adult', 'fell', 'by', 'one', '-', 'third', 'dure', 'earli', 'month', 'of', '2021', 'with', 'number', 'of', 'uncertain', 'black', 'american', 'reduc', 'by', 'half', 'quarter', 'of', 'white', 'evangel', 'protest', 'say', 'they', 'wo\', ""n\'t"", \'get', 'vaccin', '-', 'the', 'biggest', 'religi', 'group', 'to', 'refus', 'shot', 'follow', 'by', 'mormon']","['pay', 'peopl', 'first', 'shot', 'of', 'the', 'covid', 'vaccin', 'at', 'citi', '-', 'run', 'site', 'vaccin', 'hesit', 'among', 'us', 'adult', 'fell', 'by', 'one', '-', 'third', 'dure', 'earli', 'month', 'of', '2021', 'with', 'number', 'of', 'uncertain', 'black', 'american', 'reduc', 'by', 'half', 'quarter', 'of', 'white', 'evangel', 'protest', 'say', 'white', 'evangel', 'protest', 'wo\', ""n\'t"", \'get', 'vaccin', '-', 'the', 'biggest', 'religi', 'group', 'to', 'refus', 'shot', 'follow', 'by', 'mormon']",dailymail.co.uk/news/article-9080041/Lorry-drivers-able-travel-France-tomorrow-morning.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,lorry drivers will be able to travel to france from tomorrow morning,2020-12-22 13:44:59.000000,drudgereport,anti,cc,False,lorry drivers will be able to travel to france from tomorrow morning,right
12170,url_no_17097,84,0,they would get the COVID-19 vaccine publicly to boost confidence   ,Bush and Clinton would get the COVID-19 vaccine publicly to boost confidence   ,"['they', 'would', 'get', 'the', 'covid-19', 'vaccin', 'publicli', 'to', 'boost', 'confid']","['bush', 'and', 'clinton', 'would', 'get', 'the', 'covid-19', 'vaccin', 'publicli', 'to', 'boost', 'confid']","['they', 'would', 'get', 'the', 'covid-19', 'vaccin', 'publicli', 'to', 'boost', 'confid']","['bush', 'and', 'clinton', 'would', 'get', 'the', 'covid-19', 'vaccin', 'publicli', 'to', 'boost', 'confid']",marketwatch.com/story/the-u-s-is-getting-closer-to-covid-19-vaccine-distribution-but-only-about-half-of-americans-say-theyre-ready-to-get-the-shots-01607546113,the us is getting closer to covid19 vaccine distribution but only about half of americans say theyre ready to get the shots,2020-12-09 20:35:00.000000,marketwatch,anti,cc,True,the us is getting closer to covid19 vaccine distribution but only about half of americans say theyre ready to get the shots,right
1746,url_no_2694,61,0,"almost 2.3million people in the UK have already had a Covid-19 vaccine , with the roll - out rate hitting a rate of nearly 200,000 jabs a day even before Britain ' 's seven mass immunisation centres opened .","almost 2.3million people in the UK have already had a Covid-19 vaccine , with the roll - out rate hitting a rate of nearly 200,000 jabs a day even before Britain ' 's seven mass immunisation centres opened .","['almost', '2.3million', 'peopl', 'in', 'the', 'uk', 'have', 'alreadi', 'had', 'a', 'covid-19', 'vaccin', ',', 'with', 'the', 'roll', '-', 'out', 'rate', 'hit', 'a', 'rate', 'of', 'nearli', '200,000', 'jab', 'a', 'day', 'even', 'befor', 'britain', ""'"", ""'s"", 'seven', 'mass', 'immunis', 'centr', 'open', '.']","['almost', '2.3million', 'peopl', 'in', 'the', 'uk', 'have', 'alreadi', 'had', 'a', 'covid-19', 'vaccin', ',', 'with', 'the', 'roll', '-', 'out', 'rate', 'hit', 'a', 'rate', 'of', 'nearli', '200,000', 'jab', 'a', 'day', 'even', 'befor', 'britain', ""'"", ""'s"", 'seven', 'mass', 'immunis', 'centr', 'open', '.']","['almost', '2.3million', 'peopl', 'in', 'the', 'uk', 'have', 'alreadi', 'had', 'a', 'covid-19', 'vaccin', ',', 'with', 'the', 'roll', '-', 'out', 'rate', 'hit', 'a', 'rate', 'of', 'nearli', '200,000', 'jab', 'a', 'day', 'even', 'befor', 'britain\', ""\'"", ""\'s"", \'seven', 'mass', 'immunis', 'centr', 'open', '.']","['almost', '2.3million', 'peopl', 'in', 'the', 'uk', 'have', 'alreadi', 'had', 'a', 'covid-19', 'vaccin', ',', 'with', 'the', 'roll', '-', 'out', 'rate', 'hit', 'a', 'rate', 'of', 'nearli', '200,000', 'jab', 'a', 'day', 'even', 'befor', 'britain\', ""\'"", ""\'s"", \'seven', 'mass', 'immunis', 'centr', 'open', '.']",dailymail.co.uk/news/article-9134945/Britains-great-vaccine-roll-plan.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,britains great vaccine rollout plan,2021-01-11 11:51:55.000000,drudgereport,anti,cc,False,britains great vaccine rollout plan,right
