,guid,sent_no,quote_no,quote_text,coref,quote_stems,quote_stems_coref,quote_stem_list,quote_stem_list_coref,url,title,date,domain,stance,topic,is_AP,reg_title,leaning,annotator_r,annotator_p,annotator_a,annotator_s 
6859,url_no_9088,29,0,It would be effective.,Pfizer’s coronavirus vaccine would be effective,"['it', 'would', 'be', 'effect']","['pfizer', '’', 's', 'coronaviru', 'vaccin', 'would', 'be', 'effect']","['it', 'would', 'be', 'effect']","['pfizer', '’', 's', 'coronaviru', 'vaccin', 'would', 'be', 'effect']",dailycaller.com/2020/12/18/mike-pence-jerome-adams-coronavirus-vaccine-public-camera/,i didnt feel a thing pence receives coronavirus vaccine on camera,15:45.0,daily_caller,anti,cc,FALSE,i didnt feel a thing pence receives coronavirus vaccine on camera,right,agree,neutral,Agree,neutral
10055,url_no_13547,12,0,"Would  definitely get the coronavirus vaccine, with 34% saying they definitely won't.","would “ definitely ” get the coronavirus vaccine , with 34 % saying 11% of the unvaccinated respondents “ definitely wo n’t","['would', '“', 'definit', '”', 'get', 'the', 'coronaviru', 'vaccin', ',', 'with', '34', '%', 'say', 'they', '“', 'definit', 'wo', 'n', '’', 't']","['would', '“', 'definit', '”', 'get', 'the', 'coronaviru', 'vaccin', ',', 'with', '34', '%', 'say', '11', '%', 'of', 'the', 'unvaccin', 'respond', '“', 'definit', 'wo', 'n', '’', 't']","['would', '“', 'definit', '”', 'get', 'the', 'coronaviru', 'vaccin', ',', 'with', '34', '%', 'say', 'they', '“', 'definit', 'wo', 'n', '’', 't']","['would', '“', 'definit', '”', 'get', 'the', 'coronaviru', 'vaccin', ',', 'with', '34', '%', 'say', '11', '%', 'of', 'the', 'unvaccin', 'respond', '“', 'definit', 'wo', 'n', '’', 't']",dailycaller.com/2021/05/11/associated-press-poll-vaccines-america-hesitancy-republicans-evangelicals/,poll majority of unvaccinated americans say they dont want the shot,05:24.0,daily_caller,anti,cc,FALSE,poll majority of unvaccinated americans say they dont want the shot,right,agree,disagree,Disagree,neutral
13044,url_no_18568,63,0,"No, the Johnson & Johnson coronavirus vaccine is not inferior.","No , the Johnson & Johnson coronavirus vaccine is not inferior","['no', ',', 'the', 'johnson', '&', 'johnson', 'coronaviru', 'vaccin', 'is', 'not', 'inferior']","['no', ',', 'the', 'johnson', '&', 'johnson', 'coronaviru', 'vaccin', 'is', 'not', 'inferior']","['no', ',', 'the', 'johnson', '&', 'johnson', 'coronaviru', 'vaccin', 'is', 'not', 'inferior']","['no', ',', 'the', 'johnson', '&', 'johnson', 'coronaviru', 'vaccin', 'is', 'not', 'inferior']",mlive.com/news/2021/03/up-north-bar-throwing-st-patricks-day-party-complete-with-kiss-me-im-contagious-t-shirts.html,up north bar throwing st patricks day party complete with kiss me im contagious tshirts,00:00.0,mlive,between,cc,FALSE,up north bar throwing st patricks day party complete with kiss me im contagious tshirts,right,agree,disagree,Agree,agree
9061,url_no_12392,140,0,Investors are way too complacent about the coronavirus vaccine.,"that , investors are way too complacent about the coronavirus vaccine","['that', ',', 'investor', 'are', 'way', 'too', 'complac', 'about', 'the', 'coronaviru', 'vaccin']","['that', ',', 'investor', 'are', 'way', 'too', 'complac', 'about', 'the', 'coronaviru', 'vaccin']","['that', ',', 'investor', 'are', 'way', 'too', 'complac', 'about', 'the', 'coronaviru', 'vaccin']","['that', ',', 'investor', 'are', 'way', 'too', 'complac', 'about', 'the', 'coronaviru', 'vaccin']",forbes.com/sites/naeemaslam/2020/11/30/oil-prices-brent-and-crude-could-move-massively-in-the-coming-days/,oil prices brent and crude could move massively in the coming days,21:58.0,forbes,anti,cc,FALSE,oil prices brent and crude could move massively in the coming days,right,agree,disagree,Agree,neutral
2358,url_no_3514,94,0,Getting a Covid vaccine is the way back to normalcy.,that getting a Covid vaccine is the way back to “ normalcy,"['that', 'get', 'a', 'covid', 'vaccin', 'is', 'the', 'way', 'back', 'to', '“', 'normalci']","['that', 'get', 'a', 'covid', 'vaccin', 'is', 'the', 'way', 'back', 'to', '“', 'normalci']","['that', 'get', 'a', 'covid', 'vaccin', 'is', 'the', 'way', 'back', 'to', '“', 'normalci']","['that', 'get', 'a', 'covid', 'vaccin', 'is', 'the', 'way', 'back', 'to', '“', 'normalci']",newswithviews.com/collapsing-narratives-converging-catastrophes/,collapsing narratives converging catastrophes,47:11.0,newswithviews,anti,cc,FALSE,collapsing narratives converging catastrophes,right,agree,disagree,Agree,agree
8696,url_no_11900,45,0,Some of the 55 city-based acute care and specialty hospitals have begun placing orders for the Covid-19 vaccine through the citywide registry.,Some of the 55 city - based acute care and specialty hospitals have begun placing orders for the Covid-19 vaccine through the citywide registry,"['some', 'of', 'the', '55', 'citi', '-', 'base', 'acut', 'care', 'and', 'specialti', 'hospit', 'have', 'begun', 'place', 'order', 'for', 'the', 'covid-19', 'vaccin', 'through', 'the', 'citywid', 'registri']","['some', 'of', 'the', '55', 'citi', '-', 'base', 'acut', 'care', 'and', 'specialti', 'hospit', 'have', 'begun', 'place', 'order', 'for', 'the', 'covid-19', 'vaccin', 'through', 'the', 'citywid', 'registri']","['some', 'of', 'the', '55', 'citi', '-', 'base', 'acut', 'care', 'and', 'specialti', 'hospit', 'have', 'begun', 'place', 'order', 'for', 'the', 'covid-19', 'vaccin', 'through', 'the', 'citywid', 'registri']","['some', 'of', 'the', '55', 'citi', '-', 'base', 'acut', 'care', 'and', 'specialti', 'hospit', 'have', 'begun', 'place', 'order', 'for', 'the', 'covid-19', 'vaccin', 'through', 'the', 'citywid', 'registri']",politico.com/states/new-york/city-hall/story/2020/12/03/new-york-city-to-receive-500-000-covid-19-doses-but-faces-the-battle-of-buy-in-1340835,new york city to receive 500000 covid19 doses but faces the battle of buyin,44:56.0,politico,between,cc,FALSE,new york city to receive 500000 covid19 doses but faces the battle of buyin,right,agree,disagree,Agree,neutral
3289,url_no_4280,42,0,It DOES generate an immune response in humans.,a coronavirus vaccine DOES generate an immune response in humans,"['it', 'doe', 'gener', 'an', 'immun', 'respons', 'in', 'human']","['a', 'coronaviru', 'vaccin', 'doe', 'gener', 'an', 'immun', 'respons', 'in', 'human']","['it', 'doe', 'gener', 'an', 'immun', 'respons', 'in', 'human']","['a', 'coronaviru', 'vaccin', 'doe', 'gener', 'an', 'immun', 'respons', 'in', 'human']",dailymail.co.uk/news/article-8578411/Coronavirus-vaccine-developed-Australian-researchers-develops-immune-response.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,coronavirus vaccine developed by australian researchers develops immune response,42:19.0,drudgereport,anti,cc,FALSE,coronavirus vaccine developed by australian researchers develops immune response,right,agree,disagree,Agree,neutral
6155,url_no_7951,88,0,"Our Trust, alongside NHS organisations nationally, has been told to be prepared to start a Covid-19 staff vaccine programme in early December.","Our Trust , alongside NHS organisations nationally , has been told to be prepared to start a Covid-19 staff vaccine programme in early December","['our', 'trust', ',', 'alongsid', 'nh', 'organis', 'nation', ',', 'ha', 'been', 'told', 'to', 'be', 'prepar', 'to', 'start', 'a', 'covid-19', 'staff', 'vaccin', 'programm', 'in', 'earli', 'decemb']","['our', 'trust', ',', 'alongsid', 'nh', 'organis', 'nation', ',', 'ha', 'been', 'told', 'to', 'be', 'prepar', 'to', 'start', 'a', 'covid-19', 'staff', 'vaccin', 'programm', 'in', 'earli', 'decemb']","['our', 'trust', ',', 'alongsid', 'nh', 'organis', 'nation', ',', 'ha', 'been', 'told', 'to', 'be', 'prepar', 'to', 'start', 'a', 'covid-19', 'staff', 'vaccin', 'programm', 'in', 'earli', 'decemb']","['our', 'trust', ',', 'alongsid', 'nh', 'organis', 'nation', ',', 'ha', 'been', 'told', 'to', 'be', 'prepar', 'to', 'start', 'a', 'covid-19', 'staff', 'vaccin', 'programm', 'in', 'earli', 'decemb']",dailymail.co.uk/news/article-8910093/GPs-told-prepare-jabs-85s-frontline-medics-weeks.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,gps are told to prepare to give jabs to over85s and frontline medics within weeks,21:19.0,drudgereport,anti,cc,FALSE,gps are told to prepare to give jabs to over85s and frontline medics within weeks,right,agree,disagree,Agree,neutral
10243,url_no_13841,39,0,Putin also said Moscow was ready to cooperate on coronavirus vaccines and agreed with Pakistan Prime Minister Imran Khan that the jab should be made widely available for all of humankind.,Putin also said Moscow was ready to cooperate on coronavirus vaccines and agreed with Pakistan Prime Minister Imran Khan that the jab should be made widely available for all of humankind,"['putin', 'also', 'said', 'moscow', 'wa', 'readi', 'to', 'cooper', 'on', 'coronaviru', 'vaccin', 'and', 'agre', 'with', 'pakistan', 'prime', 'minist', 'imran', 'khan', 'that', 'the', 'jab', 'should', 'be', 'made', 'wide', 'avail', 'for', 'all', 'of', 'humankind']","['putin', 'also', 'said', 'moscow', 'wa', 'readi', 'to', 'cooper', 'on', 'coronaviru', 'vaccin', 'and', 'agre', 'with', 'pakistan', 'prime', 'minist', 'imran', 'khan', 'that', 'the', 'jab', 'should', 'be', 'made', 'wide', 'avail', 'for', 'all', 'of', 'humankind']","['putin', 'also', 'said', 'moscow', 'wa', 'readi', 'to', 'cooper', 'on', 'coronaviru', 'vaccin', 'and', 'agre', 'with', 'pakistan', 'prime', 'minist', 'imran', 'khan', 'that', 'the', 'jab', 'should', 'be', 'made', 'wide', 'avail', 'for', 'all', 'of', 'humankind']","['putin', 'also', 'said', 'moscow', 'wa', 'readi', 'to', 'cooper', 'on', 'coronaviru', 'vaccin', 'and', 'agre', 'with', 'pakistan', 'prime', 'minist', 'imran', 'khan', 'that', 'the', 'jab', 'should', 'be', 'made', 'wide', 'avail', 'for', 'all', 'of', 'humankind']",newsmax.com/world/globaltalk/putin-russia-coronavirus-vaccine/2020/11/10/id/996275,putin all russian covid19 vaccines are effective,50:50.0,newsmax,anti,cc,FALSE,putin all russian covid19 vaccines are effective,right,agree,disagree,Agree,neutral
3636,url_no_4561,56,0,Camilla and Charles had received their vaccine a month after the Queen and Prince Philip received their coronavirus jabs.,that Camilla and Charles had received Camilla and Charles vaccine   a month after the Queen and Prince Philip received Camilla and Charles coronavirus jabs,"['that', 'camilla', 'and', 'charl', 'had', 'receiv', 'their', 'vaccin', 'a', 'month', 'after', 'the', 'queen', 'and', 'princ', 'philip', 'receiv', 'their', 'coronaviru', 'jab']","['that', 'camilla', 'and', 'charl', 'had', 'receiv', 'camilla', 'and', 'charl', 'vaccin', 'a', 'month', 'after', 'the', 'queen', 'and', 'princ', 'philip', 'receiv', 'camilla', 'and', 'charl', 'coronaviru', 'jab']","['that', 'camilla', 'and', 'charl', 'had', 'receiv', 'their', 'vaccin', 'a', 'month', 'after', 'the', 'queen', 'and', 'princ', 'philip', 'receiv', 'their', 'coronaviru', 'jab']","['that', 'camilla', 'and', 'charl', 'had', 'receiv', 'camilla', 'and', 'charl', 'vaccin', 'a', 'month', 'after', 'the', 'queen', 'and', 'princ', 'philip', 'receiv', 'camilla', 'and', 'charl', 'coronaviru', 'jab']",dailymail.co.uk/news/article-9368259/Covid-UK-Camilla-reveals-got-AstraZeneca-vaccine-despite-EU-row.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,covid uk camilla backs the astrazeneca jab on visit to vaccination centre with prince charles,00:49.0,drudgereport,anti,cc,FALSE,covid uk camilla backs the astrazeneca jab on visit to vaccination centre with prince charles,right,agree,disagree,Agree,neutral
2463,url_no_3750,62,0,The suspected reactions described in this report are not proven side effects of Covid-19 vaccines.,"the suspected reactions described in this report are not proven side effects of Covid-19 vaccines ' The bizarre list of side effects comes from Yellow Card reports given to the MHRA , which assesses the safety of the vaccine as the MHRA, which assesses the safety of the vaccine as it is rolled out is rolled out","['the', 'suspect', 'reaction', 'describ', 'in', 'thi', 'report', 'are', 'not', 'proven', 'side', 'effect', 'of', 'covid-19', 'vaccin', ""'"", 'the', 'bizarr', 'list', 'of', 'side', 'effect', 'come', 'from', 'yellow', 'card', 'report', 'given', 'to', 'the', 'mhra', ',', 'which', 'assess', 'the', 'safeti', 'of', 'the', 'vaccin', 'as', 'it', 'is', 'roll', 'out']","['the', 'suspect', 'reaction', 'describ', 'in', 'thi', 'report', 'are', 'not', 'proven', 'side', 'effect', 'of', 'covid-19', 'vaccin', ""'"", 'the', 'bizarr', 'list', 'of', 'side', 'effect', 'come', 'from', 'yellow', 'card', 'report', 'given', 'to', 'the', 'mhra', ',', 'which', 'assess', 'the', 'safeti', 'of', 'the', 'vaccin', 'as', 'the', 'mhra', ',', 'which', 'assess', 'the', 'safeti', 'of', 'the', 'vaccin', 'as', 'it', 'is', 'roll', 'out', 'is', 'roll', 'out']","['the', 'suspect', 'reaction', 'describ', 'in', 'thi', 'report', 'are', 'not', 'proven', 'side', 'effect', 'of', 'covid-19', 'vaccin\', ""\'"", \'the', 'bizarr', 'list', 'of', 'side', 'effect', 'come', 'from', 'yellow', 'card', 'report', 'given', 'to', 'the', 'mhra', ',', 'which', 'assess', 'the', 'safeti', 'of', 'the', 'vaccin', 'as', 'it', 'is', 'roll', 'out']","['the', 'suspect', 'reaction', 'describ', 'in', 'thi', 'report', 'are', 'not', 'proven', 'side', 'effect', 'of', 'covid-19', 'vaccin\', ""\'"", \'the', 'bizarr', 'list', 'of', 'side', 'effect', 'come', 'from', 'yellow', 'card', 'report', 'given', 'to', 'the', 'mhra', ',', 'which', 'assess', 'the', 'safeti', 'of', 'the', 'vaccin', 'as', 'the', 'mhra', ',', 'which', 'assess', 'the', 'safeti', 'of', 'the', 'vaccin', 'as', 'it', 'is', 'roll', 'out', 'is', 'roll', 'out']",dailymail.co.uk/news/article-9388163/Coronavirus-Brits-claim-yawning-screaming-losing-teeth-possible-vaccine-effects.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,coronavirus brits claim yawning screaming and losing teeth are possible vaccine side effects,23:21.0,drudgereport,anti,cc,FALSE,coronavirus brits claim yawning screaming and losing teeth are possible vaccine side effects,right,agree,disagree,Agree,agree
3282,url_no_4275,53,0,It's entirely possible that by the end of this year or early next year we will have a vaccine for COVID-19.,"It 's entirely possible that by the end of this year or early next year we will have a vaccine for COVID-19 ,","['it', ""'s"", 'entir', 'possibl', 'that', 'by', 'the', 'end', 'of', 'thi', 'year', 'or', 'earli', 'next', 'year', 'we', 'will', 'have', 'a', 'vaccin', 'for', 'covid-19', ',']","['it', ""'s"", 'entir', 'possibl', 'that', 'by', 'the', 'end', 'of', 'thi', 'year', 'or', 'earli', 'next', 'year', 'we', 'will', 'have', 'a', 'vaccin', 'for', 'covid-19', ',']","['it\', ""\'s"", \'entir', 'possibl', 'that', 'by', 'the', 'end', 'of', 'thi', 'year', 'or', 'earli', 'next', 'year', 'we', 'will', 'have', 'a', 'vaccin', 'for', 'covid-19', ',']","['it\', ""\'s"", \'entir', 'possibl', 'that', 'by', 'the', 'end', 'of', 'thi', 'year', 'or', 'earli', 'next', 'year', 'we', 'will', 'have', 'a', 'vaccin', 'for', 'covid-19', ',']",dailymail.co.uk/news/article-8283847/Coronavirus-vaccine-developed-tested-manufactured-Australia-10-months.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,coronavirus vaccine could be developed tested and manufactured in australia within 10 months,43:07.0,drudgereport,anti,cc,FALSE,coronavirus vaccine could be developed tested and manufactured in australia within 10 months,right,agree,disagree,Agree,neutral
39,url_no_84,69,0,Scammers may copy COVID-19 vaccine cards to pretend that they 're vaccinated.,scammers may copy COVID-19 vaccine cards to pretend that scammers 're vaccinated,"['scammer', 'may', 'copi', 'covid-19', 'vaccin', 'card', 'to', 'pretend', 'that', 'they', ""'re"", 'vaccin']","['scammer', 'may', 'copi', 'covid-19', 'vaccin', 'card', 'to', 'pretend', 'that', 'scammer', ""'re"", 'vaccin']","['scammer', 'may', 'copi', 'covid-19', 'vaccin', 'card', 'to', 'pretend', 'that', 'they\', ""\'re"", \'vaccin']","['scammer', 'may', 'copi', 'covid-19', 'vaccin', 'card', 'to', 'pretend', 'that', 'scammer\', ""\'re"", \'vaccin']",cnet.com/health/16-important-dos-and-donts-for-getting-your-covid-19-vaccine/#ftag=CADf328eec,16 important dos and donts for getting your covid19 vaccine      cnet,08:30.0,cnet,between,cc,FALSE,16 important dos and donts for getting your covid19 vaccine cnet,right,agree,disagree,Disagree,agree
3862,url_no_4704,642,0,"That vaccine defiance, disinformation and the variant have been responsible for significant increases in coronavirus cases in Arkansas , Louisiana and elsewhere.","that vaccine defiance , disinformation and the variant have been responsible for significant increases in coronavirus cases in Arkansas , Louisiana and elsewhere","['that', 'vaccin', 'defianc', ',', 'disinform', 'and', 'the', 'variant', 'have', 'been', 'respons', 'for', 'signific', 'increas', 'in', 'coronaviru', 'case', 'in', 'arkansa', ',', 'louisiana', 'and', 'elsewher']","['that', 'vaccin', 'defianc', ',', 'disinform', 'and', 'the', 'variant', 'have', 'been', 'respons', 'for', 'signific', 'increas', 'in', 'coronaviru', 'case', 'in', 'arkansa', ',', 'louisiana', 'and', 'elsewher']","['that', 'vaccin', 'defianc', ',', 'disinform', 'and', 'the', 'variant', 'have', 'been', 'respons', 'for', 'signific', 'increas', 'in', 'coronaviru', 'case', 'in', 'arkansa', ',', 'louisiana', 'and', 'elsewher']","['that', 'vaccin', 'defianc', ',', 'disinform', 'and', 'the', 'variant', 'have', 'been', 'respons', 'for', 'signific', 'increas', 'in', 'coronaviru', 'case', 'in', 'arkansa', ',', 'louisiana', 'and', 'elsewher']",news.google.com/__i/rss/rd/articles/CBMiS2h0dHBzOi8vd3d3Lm55dGltZXMuY29tL2xpdmUvMjAyMS8wNy8xNi93b3JsZC9jb3ZpZC12YXJpYW50LXZhY2NpbmUtdXBkYXRlc9IBVGh0dHBzOi8vd3d3Lm55dGltZXMuY29tL2xpdmUvMjAyMS8wNy8xNi93b3JsZC9jb3ZpZC12YXJpYW50LXZhY2NpbmUtdXBkYXRlcy5hbXAuaHRtbA?oc=5,covid19 cases mask mandates and vaccine news  the new york times,00:00.0,shoebat,anti,cc,FALSE,covid19 cases mask mandates and vaccine news the new york times,right,agree,disagree,Disagree,neutral
10344,url_no_13961,67,0,He would be 'at the front of the queue' to take Pfizer's breakthrough coronavirus vaccine if he were eligible in a bid to reassure Brits about its safety.,England's deputy chief medical officer would be ' at the front of the queue ' to take Pfizer 's breakthrough coronavirus vaccine if England's deputy chief medical officer were eligible in a bid to reassure Brits about Pfizer safety,"['he', 'would', 'be', ""'"", 'at', 'the', 'front', 'of', 'the', 'queue', ""'"", 'to', 'take', 'pfizer', ""'s"", 'breakthrough', 'coronaviru', 'vaccin', 'if', 'he', 'were', 'elig', 'in', 'a', 'bid', 'to', 'reassur', 'brit', 'about', 'it', 'safeti']","['england', ""'s"", 'deputi', 'chief', 'medic', 'offic', 'would', 'be', ""'"", 'at', 'the', 'front', 'of', 'the', 'queue', ""'"", 'to', 'take', 'pfizer', ""'s"", 'breakthrough', 'coronaviru', 'vaccin', 'if', 'england', ""'s"", 'deputi', 'chief', 'medic', 'offic', 'were', 'elig', 'in', 'a', 'bid', 'to', 'reassur', 'brit', 'about', 'pfizer', 'safeti']","['he', 'would', 'be\', ""\'"", \'at', 'the', 'front', 'of', 'the', 'queue\', ""\'"", \'to', 'take', 'pfizer\', ""\'s"", \'breakthrough', 'coronaviru', 'vaccin', 'if', 'he', 'were', 'elig', 'in', 'a', 'bid', 'to', 'reassur', 'brit', 'about', 'it', 'safeti']","['england\', ""\'s"", \'deputi', 'chief', 'medic', 'offic', 'would', 'be\', ""\'"", \'at', 'the', 'front', 'of', 'the', 'queue\', ""\'"", \'to', 'take', 'pfizer\', ""\'s"", \'breakthrough', 'coronaviru', 'vaccin', 'if', 'england\', ""\'s"", \'deputi', 'chief', 'medic', 'offic', 'were', 'elig', 'in', 'a', 'bid', 'to', 'reassur', 'brit', 'about', 'pfizer', 'safeti']",dailymail.co.uk/news/article-8939965/Rebel-group-Tory-MPs-determined-oppose-extension-Covid-lockdown-grows-70.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,rebel group of tory mps determined to oppose any extension of covid lockdown grows to 70,47:39.0,drudgereport,anti,cc,FALSE,rebel group of tory mps determined to oppose any extension of covid lockdown grows to 70,right,agree,disagree,Agree,neutral
10920,url_no_14694,10,0,Second dose of COVID-19 vaccine can produce more side effects than first shot.,Second dose of COVID-19 vaccine can produce more side effects than first shot,"['second', 'dose', 'of', 'covid-19', 'vaccin', 'can', 'produc', 'more', 'side', 'effect', 'than', 'first', 'shot']","['second', 'dose', 'of', 'covid-19', 'vaccin', 'can', 'produc', 'more', 'side', 'effect', 'than', 'first', 'shot']","['second', 'dose', 'of', 'covid-19', 'vaccin', 'can', 'produc', 'more', 'side', 'effect', 'than', 'first', 'shot']","['second', 'dose', 'of', 'covid-19', 'vaccin', 'can', 'produc', 'more', 'side', 'effect', 'than', 'first', 'shot']",mlive.com/public-interest/2021/02/second-dose-of-covid-19-vaccine-can-produce-more-side-effects-than-first-shot-doctors-say.html,second dose of covid19 vaccine can produce more side effects than first shot doctors say,15:00.0,mlive,between,cc,FALSE,second dose of covid19 vaccine can produce more side effects than first shot doctors say,right,agree,disagree,Disagree,neutral
13664,url_no_19475,87,0,More people taking Moderna'scoronavirus vaccine reported side effects than ...      ,More people taking Moderna ’s coronavirus vaccine reported side effects than ...      ,"['more', 'peopl', 'take', 'moderna', '’', 's', 'coronaviru', 'vaccin', 'report', 'side', 'effect', 'than', '...']","['more', 'peopl', 'take', 'moderna', '’', 's', 'coronaviru', 'vaccin', 'report', 'side', 'effect', 'than', '...']","['more', 'peopl', 'take', 'moderna', '’', 's', 'coronaviru', 'vaccin', 'report', 'side', 'effect', 'than', '...']","['more', 'peopl', 'take', 'moderna', '’', 's', 'coronaviru', 'vaccin', 'report', 'side', 'effect', 'than', '...']",nypost.com/2021/06/11/we-clearly-have-an-imbalance-cdc-holding-emergency-meeting-over-covid-vax-concern/,we clearly have an imbalance cdc holding emergency meeting over covid vax concern,09:48.0,new_york_post,anti,cc,FALSE,we clearly have an imbalance cdc holding emergency meeting over covid vax concern,right,agree,neutral,Disagree,neutral
11699,url_no_16110,17,0,"The pandemic-triggered Greater Depression is a mere bump in the road and the recovery will be record-breaking, and they lavish excessive optimism on the triggers of this astounding recovery that's just waiting in the wings: a covid-19 vaccine , a covid-19 treatment , herd immunity , etc .  ","the pandemic - triggered Greater Depression is a mere bump in the road and the recovery will be record - breaking , and their lavish excessive optimism on the triggers of this astounding recovery that ’s just waiting in the wings : a covid-19 vaccine , a covid-19 treatment , herd immunity , etc .  ","['the', 'pandem', '-', 'trigger', 'greater', 'depress', 'is', 'a', 'mere', 'bump', 'in', 'the', 'road', 'and', 'the', 'recoveri', 'will', 'be', 'record', '-', 'break', ',', 'and', 'they', 'lavish', 'excess', 'optim', 'on', 'the', 'trigger', 'of', 'thi', 'astound', 'recoveri', 'that', '’', 's', 'just', 'wait', 'in', 'the', 'wing', ':', 'a', 'covid-19', 'vaccin', ',', 'a', 'covid-19', 'treatment', ',', 'herd', 'immun', ',', 'etc', '.']","['the', 'pandem', '-', 'trigger', 'greater', 'depress', 'is', 'a', 'mere', 'bump', 'in', 'the', 'road', 'and', 'the', 'recoveri', 'will', 'be', 'record', '-', 'break', ',', 'and', 'their', 'lavish', 'excess', 'optim', 'on', 'the', 'trigger', 'of', 'thi', 'astound', 'recoveri', 'that', '’', 's', 'just', 'wait', 'in', 'the', 'wing', ':', 'a', 'covid-19', 'vaccin', ',', 'a', 'covid-19', 'treatment', ',', 'herd', 'immun', ',', 'etc', '.']","['the', 'pandem', '-', 'trigger', 'greater', 'depress', 'is', 'a', 'mere', 'bump', 'in', 'the', 'road', 'and', 'the', 'recoveri', 'will', 'be', 'record', '-', 'break', ',', 'and', 'they', 'lavish', 'excess', 'optim', 'on', 'the', 'trigger', 'of', 'thi', 'astound', 'recoveri', 'that', '’', 's', 'just', 'wait', 'in', 'the', 'wing', ':', 'a', 'covid-19', 'vaccin', ',', 'a', 'covid-19', 'treatment', ',', 'herd', 'immun', ',', 'etc', '.']","['the', 'pandem', '-', 'trigger', 'greater', 'depress', 'is', 'a', 'mere', 'bump', 'in', 'the', 'road', 'and', 'the', 'recoveri', 'will', 'be', 'record', '-', 'break', ',', 'and', 'their', 'lavish', 'excess', 'optim', 'on', 'the', 'trigger', 'of', 'thi', 'astound', 'recoveri', 'that', '’', 's', 'just', 'wait', 'in', 'the', 'wing', ':', 'a', 'covid-19', 'vaccin', ',', 'a', 'covid-19', 'treatment', ',', 'herd', 'immun', ',', 'etc', '.']",sgtreport.com/2020/08/the-economy-is-mortally-wounded/?utm_source=rss&utm_medium=rss&utm_campaign=the-economy-is-mortally-wounded,the economy is mortally wounded,40:33.0,sgtreport,anti,cc,FALSE,the economy is mortally wounded,right,agree,disagree,Disagree,neutral
13406,url_no_19002,52,0,The ethical issues surrounding Covid-19 vaccine mandates are particularly thorny for hospitals.,The ethical issues surrounding Covid-19 vaccine mandates are particularly thorny for hospitals,"['the', 'ethic', 'issu', 'surround', 'covid-19', 'vaccin', 'mandat', 'are', 'particularli', 'thorni', 'for', 'hospit']","['the', 'ethic', 'issu', 'surround', 'covid-19', 'vaccin', 'mandat', 'are', 'particularli', 'thorni', 'for', 'hospit']","['the', 'ethic', 'issu', 'surround', 'covid-19', 'vaccin', 'mandat', 'are', 'particularli', 'thorni', 'for', 'hospit']","['the', 'ethic', 'issu', 'surround', 'covid-19', 'vaccin', 'mandat', 'are', 'particularli', 'thorni', 'for', 'hospit']",politico.com/news/2020/12/05/covid-19-anti-vaxxers-442984,vaccine opponents rebrand as rollout of covid19 shots looms,00:23.0,politico,between,cc,FALSE,vaccine opponents rebrand as rollout of covid19 shots looms,right,agree,disagree,Neutral,neutral
3533,url_no_4483,91,0,I got my COVID-19 vaccine.,I got my COVID-19 vaccine,"['i', 'got', 'my', 'covid-19', 'vaccin']","['i', 'got', 'my', 'covid-19', 'vaccin']","['i', 'got', 'my', 'covid-19', 'vaccin']","['i', 'got', 'my', 'covid-19', 'vaccin']",dailymail.co.uk/news/article-9054159/COVID-hospitalizations-hit-new-record-deaths-hit-300K-day-vaccine-rollout.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,covid hospitalizations hit new record and deaths hit 300k on the first day of vaccine rollout,49:43.0,drudgereport,anti,cc,FALSE,covid hospitalizations hit new record and deaths hit 300k on the first day of vaccine rollout,right,agree,disagree,Agree,agree
10568,url_no_14311,14,0,The American people need to hear all the facts when deciding whether to take the COVID-19 vaccine.,that the American people need to hear all the facts when deciding whether to take the COVID-19 vaccine,"['that', 'the', 'american', 'peopl', 'need', 'to', 'hear', 'all', 'the', 'fact', 'when', 'decid', 'whether', 'to', 'take', 'the', 'covid-19', 'vaccin']","['that', 'the', 'american', 'peopl', 'need', 'to', 'hear', 'all', 'the', 'fact', 'when', 'decid', 'whether', 'to', 'take', 'the', 'covid-19', 'vaccin']","['that', 'the', 'american', 'peopl', 'need', 'to', 'hear', 'all', 'the', 'fact', 'when', 'decid', 'whether', 'to', 'take', 'the', 'covid-19', 'vaccin']","['that', 'the', 'american', 'peopl', 'need', 'to', 'hear', 'all', 'the', 'fact', 'when', 'decid', 'whether', 'to', 'take', 'the', 'covid-19', 'vaccin']",sgtreport.com/2021/06/ron-johnson-holds-press-conference-shedding-light-on-adverse-covid-19-vaccine-reactions/,ron johnson holds press conference shedding light on adverse covid19 vaccine reactions,20:53.0,sgtreport,anti,cc,FALSE,ron johnson holds press conference shedding light on adverse covid19 vaccine reactions,right,agree,disagree,Disagree,neutral
